bigJobImg,holland1,holland2,holland3,jobCat,jobDesc,jobName,jobWorks,subject1,subject2
https://static.104.com.tw/gtnew/img/character/bigRole/2007001008.png,I,R,C,2007001008,打造电玩世界，将企划书变成真正的游戏！,电玩程序员,"实做服务器运作架构，使服务器应用程序具备接受用户端程式连线的能力，并且处理两端的封包送收。
载入服务器的游戏资料内容，使游戏世界能正确运作。
管理玩家账号、密码，维护网络安全。
订定所有玩家连线行为的协定，并与玩家互相配合，完成程式实做。
设计使用者界面，让玩家能执行各种功能和阅读游戏世界中的资料。",information,math
https://static.104.com.tw/gtnew/img/character/bigRole/2007001009.png,I,R,C,2007001009,从事各方面的资讯专业工作。,其他资讯专业人员,"设计电脑应用软件及电脑操作系统。
维修与更新电脑应用软件及电脑操作系统。
安装电脑及执行电脑硬件诊断。
提供资讯相关的咨询与专业建议。",information,math
https://static.104.com.tw/gtnew/img/character/bigRole/2007001010.png,R,I,C,2007001010,在系统分析工程师的指导下，从事系统软件开发、资料管理及维护等资讯相关工作。,资讯助理人员,"负责新系统之开发与设计，及现有系统之修改与扩充。
依系统分析之结果编写程式、撰写操作手册及作业档案，并进行系统测试。
分配与设计记忆储存空间，并维护数据库和系统安全。
负责制订各种作业之标准程序，并评估系统作业绩效。
收集电脑作业所需输入之资料，并分送输出资讯给相关单位，同时进行使用者操作训练。
负责电脑设备维护、机房作业管理、电脑使用者管理等工作。",information,
https://static.104.com.tw/gtnew/img/character/bigRole/2007001012.png,I,R,C,2007001012,从事算法的研究工作，找到新的软件解决方案。,算法开发工程师,"进行算法的设计、分析及模拟。
利用算法，解决各领域的问题。",information,math
https://static.104.com.tw/gtnew/img/character/bigRole/2007002002.png,I,R,C,2007002002,规划数位仓库，确保电脑资料备份和储存！,数据库管理人员,"依据使用者需求，参与数据库架构的设计，并针对整体系统架构提供建议，以创建最佳数据库架构。
规划、执行数据库资料备援及回复计划。
管理各项数据库资源使用，包含使用数量、权限管理、使用空间、系统资源（CPU、Memory、IO）等。
监控数据库效能，并适时针对相关参数及SQL进行调校。
提供咨询并处理使用者使用数据库的相关问题。
协同系统管理部门、网络管理部门，提供正常数据库维运。
依据现况，预估数据库成长趋势，规划未来系统资源需求。",information,math
https://static.104.com.tw/gtnew/img/character/bigRole/2007002003.png,I,R,C,2007002003,负责MIS系统的运作，同时管理与维护公司的系统架构、网络架构、防毒措施等。,MIS程序员,"建置、管理与维护公司系统。
开发MIS系统的功能，以符合企业需求。
设计与维护公司网页。
处理个人电脑软硬件的故障问题。
管理与维护公司网络和资料，并进行备份工作。
开发、设计及维护ERP软件。",information,math
https://static.104.com.tw/gtnew/img/character/bigRole/2007002005.png,I,R,C,2007002005,管理企业组织网络系统，确保网络顺畅和安全！,网络管理工程师,"设定、检修网络设备。
规划网络管理机制。
控管、备份网络服务器内的档案，并设定用户端权限，以确保档案安全。
监控系统运作，并建立危机处理的标准流程。
分析、解决用户端通讯问题。
负责资讯安全的管制。
设定电脑周边硬件系统的网络连线（如：打印机）。
提供用户端人员网络系统操作的教育训练。
依照企业需求，规划、架设及管理各种服务器。",information,english
https://static.104.com.tw/gtnew/img/character/bigRole/2007002006.png,R,I,C,2007002006,维护公司电脑正常运作，让同事电脑无后顾之忧！,系统维护／操作人员,"维护电脑系统效能，保持系统正常运作并进行除错。
记录各系统维护及异动的相关资讯。
负责软、硬件及其他系统周边装置的安装及维修。
回报所维护之软、硬件问题，并将问题交由技术人员处理。
帮用户端或作业员设定好电脑工作环境（如：应用软件）。
建立使用手册及程序，并对使用者进行教育训练。
与操作员、使用者和管理阶层沟通，评估系统修改及建立新系统的需求。",information,english
https://static.104.com.tw/gtnew/img/character/bigRole/2007002008.png,I,R,C,2007002008,打造网络防护罩，抵御各种病毒和攻击！,网络安全分析师,"设计网络安全系统，撰写防火墙及电脑病毒防范软件。
规划与管理防火墙、网络入侵检测系统（NIDS）及入侵防护系统（IPS）。
分析网络资料传输与网络安全架构等特性，以规划和维护互联网系统之正常运作。
安装、修改、侦错各种网络安全系统，以防制网络骇客入侵特定网络。
协助建置网络安全机制及落实资讯安全机制（如：ISO 27001）。
研究、分析网络使用行为（如：IM、P2P、Tunneling）。
针对网络安全系统之运作、管理及周边设备采购作业，提供技术性建议。",information,math
https://static.104.com.tw/gtnew/img/character/bigRole/2008001005.png,I,R,C,2008001005,修复及保养电动机械，是“电”的小博士！,电机技师／工程师,"设计、维护及改善商业、工业与家庭用途之电子仪器、设备、零件、产品及系统。
推动电脑辅助之工程，并设计执行工程任务的软件与设备。
指导及协调制造、设置、维护以及测试电机设备，以确保其符合规格、法规及顾客要求。
维修电机设备，并定期保养。
进行详细的计算以推估并制订制造、建构及安装的标准和规格。
检查安装完成的设备，观察操作流程，确保其符合设计和设备规格以及施作的安全标准。
管理及训练专案小组成员。
调查及检测供应商和竞争者的产品。
协助电机设备的研发业务。
估算生产及装设所需工料量价，并提出采购清单。",physichemical,english
https://static.104.com.tw/gtnew/img/character/bigRole/2008001006.png,I,R,C,2008001006,设计各种电动机械，让世界越来越方便！,机械工程师,"使用绘图工具或电脑辅助设计（CAD）或草拟设备和软件，协助制图员设计新研发产品的架构。
研究、设计、评估、安装、操作及维护机械产品、设备、系统与程序，以符合要求。
执行机械相关研发工作（如：应力分析、机构、振动、热传、冷冻、噪音、流力、固力、动力学等）。
测试、检测与分析设备、组件和系统之可行性、设计、操作和性能表现。
研究和分析客户设计规划、产品规格、说明书等资料，以评估可行性、费用及维修需求。
监督机器设备的安装、操作与维修，以确保其符合使用说明书的操作流程。
建立工作日志与设备管理档案。
解决系统故障问题，并提供技术讯息。
诊断设备故障原因，并提供维修小组改善建议。",physichemical,math
https://static.104.com.tw/gtnew/img/character/bigRole/2008001007.png,I,R,C,2008001007,设计产品整体结构，打造美观又实用的产品！,机构工程师,"负责产品机构设计与结构评估。
负责产品外型与包装设计。
负责机构材料的测试与选用。
绘制机构设计图面。
负责模具设计、开模、试模，并检讨、修改模具。
负责机构模型制作、测试分析与改善。
负责生产制程的规划与安排。
负责试产检讨及设计修正。
协助解决量产制造及制程中的机构相关问题。
负责各产品工程技术文件之制作。
建立及改善各项产品制程技术。",physichemical,english
https://static.104.com.tw/gtnew/img/character/bigRole/2008001009.png,I,R,C,2008001009,从事电子问题之研究，电子电路之设计、研发、技术指导、操作等方面规划，并支援团队工作与编写产品规格书。,电子工程师,"处理案子之硬件线路绘制、制作、除错及测试。
电子电路设计及固件程式设计。
操作测试设备，并评估元件、模组或系统的正确性和性能。
与机电工程师和其他人员合作、鉴定、确认及解决相关研发的问题。
提供电子方面的技术协助和解决方法。
开发进度订定、管理与产品规格书编写。
协助业务单位了解客户需求。",physichemical,math
https://static.104.com.tw/gtnew/img/character/bigRole/2008001011.png,I,R,C,2008001011,研究、设计、开发及检测商业、工业、军事或科学用途之电脑或电脑相关设备，并负责监督该设备及其零组件之制造与安装。,硬件研发工程师,"分析资讯，以确定、建议及规划电脑硬件布局，包括电脑类型和周边设备的修正。
分析和记录试验数据，测试、查核硬件及周边设备，以达到施工说明和要求。
分析客户需求及建议合适的硬件。
指导技师、工程设计者或其他技术支援人员进行产品开发。
与工程人员商讨施工方式，并评估软硬件间的界面和性能需求。
选择符合施工说明和产品要求的硬件和材料。
监控设备并做必要修改，以确保系统操作符合施工说明。
在产品开发、生产、销售过程间，对内部同仁及外部厂商提供相关支援。
建立、测试及修改产品原型。",physichemical,english
https://static.104.com.tw/gtnew/img/character/bigRole/2008001015.png,I,R,C,2008001015,设计及改良IC芯片，让电子产品（如手机）效能提升！,数位IC设计工程师,"依产品的规格与使用环境（如：温度、环保法规、便携式要求低功耗），设计积体电路。
评估积体电路、光电半导体技术及厚膜积体电路系统等设计。
规划积体电路产品及开发新的应用功能。
对于积体电路设计、专案管理及软硬件设备采购作业，提供技术性建议及相关咨询。
研究数位电路算法，以达到系统的速度要求。
针对数位电路做低功耗、低电压、缩小面积的改良研究。
依据系统规格，撰写硬件描述语言。
负责电路的合成与分析。
研究设计异步电路。
进行积体电路的测试与封装。",physichemical,english
https://static.104.com.tw/gtnew/img/character/bigRole/2008001016.png,I,R,C,2008001016,从事半导体工程之问题研究、设计及技术指导、发展、构建等工作。,半导体工程师,"生产LED芯片光刻、镀模、划片等设备。
开发半导体测试机台程式，并负责机台安装维护。
研究、分析半导体产业、产品及市场趋势。
负责PLC程式维修、仪电检测及一般电气保养。
开发、应用新的半导体相关技术。
开发、设计及导入制造执行系统（MES）及机台设备自动化（SECS／GEM）等自动化相关软件。
设计电子电路布局。
操作及验证电子束设备。",physichemical,english
https://static.104.com.tw/gtnew/img/character/bigRole/2008001018.png,I,R,C,2008001018,运用光、电知识开发产品，打造“光世代”！,光电工程师,"研究光电元件、光电物理及技术、积体光学、光电耦合、光纤同轴系统特性及理论。
设计固态光电元件、特殊光电元件。
设计、制作、测试、改良各种光电元件材料，以适应特定之应用。
督导光电材料与元件产品之良率、稳定度的控制与分析。
针对光电材料、元件产品之制作、管理及设备采购作业，提供技术性建议及相关咨询。
了解LED特性及其应用规格，分析LED芯片后工程序的封装测试及失效模式。
处理异常的生产问题，分析不良原因并提出改善对策。
设计、开发电子电路系统。",physichemical,english
https://static.104.com.tw/gtnew/img/character/bigRole/2008001020.png,I,R,C,2008001020,从事电信、通讯系统与线路工程之规划、设计、整合与监督，并支援团队工作。,电信／通讯系统工程师,"设计与电信通讯相关的系统与设备。
电信及通讯产品之系统规格制定。
电信及通讯产品开发评估。
电信及通讯技术发展及市场趋势研究。
竞争同业产品分析比较。
设计通讯算法，并进行模拟与实现。
执行系统分割或功能模组划分，并评估所需之系统资源。
建立并操作测试设备，并评估装置或系统的性能。
提供电信、通讯方面的技术协助和解决方法。
与团队其他人员合作、鉴定、确认及解决研发相关的问题。
测试产品规格，并执行除错及通讯协定相容性认证。
配合软、硬件工程师，提供客户通讯或电信服务解决方案。
监督电信与通讯系统施工、运作及维修。
建立管制标准与程序，以确保电信系统之有效运转及安全。
评估工程的费用和工作时间。",physichemical,english
https://static.104.com.tw/gtnew/img/character/bigRole/2008001021.png,I,R,C,2008001021,研究射频电路，让大家的手机、wifi、蓝牙顺畅！,RF通讯工程师,"负责高频电路设计、电路板布局及专案执行。
负责产品规格测试、除错、试产及法规认证。
负责阻抗匹配、噪声隔离与性能优化。
评估相关零件模组特性。
整合、测试无线通讯模组。",physichemical,english
https://static.104.com.tw/gtnew/img/character/bigRole/2008001027.png,I,R,C,2008001027,从事太阳能技术及相关产品之研究、设计、开发与生产等工作。,太阳能技术工程师,"设计、执行、维修与改善太阳能仪器或设备。
负责太阳能电池组件及相关产品的设计、研发与生产。
负责光伏发电系统方案制定与施工指导工作。
负责太阳能电池前瞻设备与技术之规划。
整合协调与制造、建构、安装、维修有关之事项，以符合既定规范与客户需求。",physichemical,math
https://static.104.com.tw/gtnew/img/character/bigRole/2008002001.png,I,R,C,2008002001,善用化学的知识，研究出改善人类生活的发明！,化工化学工程师,"在新产品制造阶段中进行实验室研究，并执行操作流程之试验。
指导和研发新的、改良的化学制程。
进行建厂及新生产线之设计及设备布置。
有效安排混合、粉碎、热传导、蒸馏和干燥等操作程序。
在生产作业过程中进行相关变项的检测（如：反应槽温度、密度、比重和锅炉蒸气压力），以维持一定效率、品质之生产。
开发自动化且安全的制程。
指导作业人员从事化工相关设备的操作。
研拟与评估生产成本及生产进度报告。",physichemical,math
https://static.104.com.tw/gtnew/img/character/bigRole/2008002002.png,I,R,C,2008002002,运用物理化学知识，研究出更棒的纺织布料！,纺织化学工程师,"在新产品制造阶段中进行实验室研究，并执行操作流程之试验。
依材料特性进行加工流程的研发。
进行建厂及新生产线之设计及设备布置。
负责纺织品之设计，并置入机能性及流行性之元素。
在生产作业过程中进行相关变项的检测（如：染整温度、锅炉蒸气压力），以维持一定效率、品质之生产。
开发自动化且安全的制程。
指导作业人员从事纺织化学相关设备的操作。
研拟与评估生产成本及生产进度报告。",physichemical,math
https://static.104.com.tw/gtnew/img/character/bigRole/2008002004.png,I,R,C,2008002004,从事材料、元件及产品的研发、实验、分析、改善与应用工作。,材料研发人员,"负责新材料的评估、测试、分析与选择。
开发新型材料、元件及其制造技术。
负责新产品或技术的制程开发及导入。
制订新产品、新工艺开发计划所需仪器设备要求和计划。
制订新产品检验标准。
负责产品验证及异常分析。
协助量产追踪及制程改善。
负责生产设备的改善与维护。",physichemical,math
https://static.104.com.tw/gtnew/img/character/bigRole/2008002000.png,,,,2008002005,从事科学试验、检验、分析、化验仪器操作等工作。,实验化验人员,"进行样品分析和化学分析方法的开发与改善。
分析数据统计（如：量测不确定度、量测系统分析）。
管理化验室设备、药品及操作文件。
进行品质专案计划以确保化验品质。
负责异常问题之排除。",,
https://static.104.com.tw/gtnew/img/character/bigRole/2008003002.png,I,R,C,2008003002,我有专业的医药知识，制作新药造福人群！,医药研发人员,"与其他科学家及工业工程师协同研究药物之化学及物理变换有关问题，以发展或改良生产程序。
提供雇主或顾客制药工程的相关技术咨询。
设计或改善工厂设备，并确认该程序中有关之单元操作及程序。",physichemical,biology
https://static.104.com.tw/gtnew/img/character/bigRole/2009002001.png,R,I,C,2009002001,规划与改善机台生产产品的制造流程，并让机台生产功能维持正常运作。,生产技术／制程工程师,"制订制造程序与产品标准。
评估制程专案计划，订出最适化的制造流程。
负责新产品制程的导入，并进行制程的检测，以使新产品能够稳定生产且符合相关标准。
定期检测制程设备的重点参数。
持续改善现有生产制程。
调查并处理生产制程的异常状况。
负责技术文件之撰写与维护。
负责每日产量及良率的分析、监控及改善。
推行生产制程的相关教育训练计划。",physichemical,english
https://static.104.com.tw/gtnew/img/character/bigRole/2009002002.png,R,I,C,2009002002,规划生产设备之操作顺序，解决设备问题，拟订并执行设备之预防保养计划。,生产设备工程师,"定期维护、保养生产设备机台，并进行故障排除、异常分析与追踪处理。
规划生产设备之操作顺序，以便正确使用设备，进而提升生产效率。
进行设备改造、升级或开发，以便提升设备的生产力。
规划有关设备空间的安排，并说明规划的功效。
评估新设备之整体效能，并将通过评估的新设备导入产线。
建立、管理并撰写设备的标准使用规范。
规划、维护自动控制系统，并将系统与生产设备整合。",physichemical,english
https://static.104.com.tw/gtnew/img/character/bigRole/2009002003.png,R,I,E,2009002003,管理自动生产线，让机械手臂等自动化机器产线顺畅运作！,自动控制工程师,"执行自动化运转系统之相关专案。
维持工厂内自动化系统之正常运作及改善系统缺点。
进行自动化系统之日常点检和定期保养。
负责自动化设备、系统界面之维护及改善。
负责自动化系统各类规范与相关文件之撰写、修改及操作人员之执照鉴定。",physichemical,math
https://static.104.com.tw/gtnew/img/character/bigRole/2009002005.png,R,I,C,2009002005,改良并控管生产品质，制造完美手机芯片(半导体)！,半导体制程工程师,"掌控产品良率及精度。
监控产品规格。
控制制作方法（recipe），并计算产品补值。
提出潜在的精度问题，并提供相关预防措施方案。
规划产品制造流程并提出改善的方案（如：缩短生产线制造过程的时间、降低制造成本等）。
提出重大产品良率问题的处理方式与报告说明。
制作、管理半导体材料与元件产品。
提出改善安全卫生（含厂务安全、环境卫生、设备使用）危险因子的计划。
进行安全卫生（如：厂务安全、环境卫生、设备使用）与制程相关之教育训练规划。
提供技术性建议及相关咨询。
控制采购设备预算。",physichemical,english
https://static.104.com.tw/gtnew/img/character/bigRole/2009002007.png,R,I,C,2009002007,管理半导体生产设备，让设备发挥最大生产效能！,半导体设备工程师,"保养日常设备，维持设备正常运作。
控制设备稼动率、增加生产量并维持产能状况。
进行设备分析，计算设备稼动率与生产成本，并提出结果说明及改善方案。
判断设备异常的原因，并排除问题。
提出潜在设备问题，并提供相关预防措施方案。
实施各设备产品的出产率、良率统计，并检查产量较低的设备。
提出重大机况问题处理报告说明。
制作、管理半导体材料与元件产品。
提出改善安全卫生（如：厂务安全、环境卫生、设备使用）危险因子的计划。
进行安全卫生（如：厂务安全、环境卫生、设备使用）与设备相关之教育训练规划。
提供技术性建议及相关咨询。
控制采购设备预算。",physichemical,english
https://static.104.com.tw/gtnew/img/character/bigRole/2009003006.png,R,C,I,2009003006,透过测试规划和封装作业，确保IC芯片的品质！,IC封装／测试工程师,"研究、评估与建立封装工程的技术。
负责封装材料（包含直接材料、间接材料）的验证及选用。
负责试产、量产时的产品异常分析与改善。
负责新产品封装导入及产品封装良率改进。
制定合适的IC测试计划，以降低量产测试成本。
撰写、修改以及维护芯片测试（CP）、最终测试（FT）等测试程式。
验证正确性与效能，并进行特性与电性的分析。
负责TCP、COF、COG、BGA、MCP、Lead Frame等基板工程的布局设计。
负责测试文件之建档与管理。
评估与管理IC封装／测试外包厂商。
评估封装、测试软硬件设备的需求。",physichemical,english
https://static.104.com.tw/gtnew/img/character/bigRole/2009003010.png,R,C,I,2009003010,使用仪器测试设备，确保产品达到一定水准！,品管／检验人员,"检查、测试、或测量材料、产品、装置，使之符合规格。
使用测量仪器（如：尺规或测微器等）测量产品的尺寸以符合规格。
分析及解释蓝图、数据、手册和其他材料，以确定规格、检验程序、测试程序、调整方法、检定方法等。
收集或挑选样本，以进行测试或作为模型使用。
分析、计算测验数据，以确认测试结果。
与负责产品的人员讨论检查的结果，并建议必要的修正行动。
丢弃或排除不符合规格的产品、材料和设备。
标记产品检验的结果，如等级、接受或拒绝状态。
根据尺寸、重量、颜色或其他规格将产品分类和分级。",physichemical,
https://static.104.com.tw/gtnew/img/character/bigRole/2009004001.png,R,C,I,2009004001,从事劳工卫生、安全相关作业程序、标准及方法之规划与执行工作。并结合工业安全卫生的原理与工程技术，分析、寻求、试验、发展安全卫生的工作环境，减少或控制工作中潜在之危害。,职业安全卫生管理师,"建立、修订及执行专案相关安全卫生政策、计划、程序书及标准。
拟定各项安全卫生管理办法，并负责安全卫生系统管理相关业务。
执行安全卫生督导及稽核。
收集、分析并解释与职业疾病、灾害有关的统计资料。
检视新的机械装置或设备的计划与说明书，以确保其符合安全规范。
检视作业设备安全，建议作业设备安全规定，并因应劳工作业需求提供个人防护器具。
调查工业事故、伤害与职业灾害，找出成因并拟定改善建议，追踪改进情况。
规划、执行员工教育训练（如：安全法规、灾害环境监控与安全设备的使用）。
检视员工安全计划的适切性与适足性。
规划及实施劳工作业区域作业环境检测。
提供工作安全规定咨询服务。
召开劳工安全委员会，检讨厂区安全事件。
研究及改进安全工作程序及方法。
向各级主管建议安全卫生事项。
推动各种安全卫生活动，激发员工对安全卫生工作发生兴趣。
协助改进工作场所布置、安全防护设备、工厂整洁。
协助建立意外伤害急救站，实施急救训练。
提供各单位安全卫生技术协助。
协助安全委员会及各部门推动安全卫生工作。",physichemical,
https://static.104.com.tw/gtnew/img/character/bigRole/2009004002.png,R,C,I,2009004002,从事安全卫生工作的督导及稽核工作。,安全／卫生相关检验人员,"规划、督导安全卫生设施之检点与检查。
督导相关人员实施巡查、自驻检查及作业环测。
执行安全卫生制度成效评核。
负责施工现场安全卫生查核。
负责工地劳安查核。
审查许可证、执照、申请和纪录，以确保符合法令或相关规定。",physichemical,
